año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tipo_lodo;capitulo_ler;subcapitulo_ler;nombre_ler;ler_codigo
2023;Lodos;244961;PTAS BARRANCAS;AGUAS SANTIAGO PONIENTE SOCIEDAD ANONIMA;96773290-7;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-33,42238591;-70,78407677;13124;Pudahuel;Santiago;Metropolitana de Santiago;Plantas de tratamiento de aguas servidas;14;1145,71;Relleno Sanitario;11;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401796;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-37,78423387;-72,69273045;9201;Angol;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;518,2;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401796;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-37,78423387;-72,69273045;9201;Angol;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;615,164;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401796;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-37,78423387;-72,69273045;9201;Angol;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;50;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5465993;DUOC UC SEDE ARAUCO;FUND INSTITUTO PROFESIONAL DUOC UC;72754700-2;Enseñanza superior, excepto en universidades;P8532;Enseñanza superior en institutos profesionales;P853201;-37,24600032;-73,27544062;8202;Arauco;Arauco;Biobío;Otras actividades;20;8,21;Relleno Sanitario;11;Lodo Clase A;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401797;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - CARAHUE;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,72015115;-73,17041601;9102;Carahue;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;130,45;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401797;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - CARAHUE;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,72015115;-73,17041601;9102;Carahue;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;18,2;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401767;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS CHOLCHOL;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,61158942;-72,83681221;9121;Cholchol;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;509;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401823;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - COLLIPULLI;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-37,94863321;-72,45168932;9202;Collipulli;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;200;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401823;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - COLLIPULLI;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-37,94863321;-72,45168932;9202;Collipulli;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;126;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401902;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS -CUNCO;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,95256635;-72,04760075;9103;Cunco;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;24;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401843;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - CURACAUTIN;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,43564723;-71,90733724;9203;Curacautín;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;320;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401798;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - GORBEA;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-39,08806932;-72,69498223;9107;Gorbea;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;67;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401782;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS  LAUTARO;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,56118184;-72,44109372;9108;Lautaro;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;3,82;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401782;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS  LAUTARO;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,56118184;-72,44109372;9108;Lautaro;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;144;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401866;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - LONCOCHE;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-39,37707826;-72,64914458;9109;Loncoche;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;228;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401866;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - LONCOCHE;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-39,37707826;-72,64914458;9109;Loncoche;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;266;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401912;PLANTA TRATAMIENTO DE AGUAS SERVIDAS- LONQUIMAY;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,46376257;-71,35551509;9205;Lonquimay;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;223;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401748;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS LUMACO.;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,17218842;-72,90702326;9207;Lumaco;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;70;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401748;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS LUMACO.;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,17218842;-72,90702326;9207;Lumaco;Malleco;Araucanía;Captación, tratamiento y distribución de agua;13;89;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401786;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS - NUEVA TOLTEN;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-39,18404042;-73,17066059;9118;Toltén;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;24;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401772;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS  NUEVA IMPERIAL.;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,74788682;-72,97435431;9111;Nueva Imperial;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;235;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401903;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS-PITRUFQUÉN;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,97430756;-72,64560516;9114;Pitrufquén;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;300;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401903;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS-PITRUFQUÉN;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,97430756;-72,64560516;9114;Pitrufquén;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;270;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5401903;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS-PITRUFQUÉN;AGUAS ARAUCANIA S.A.;76215637-7;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-38,97430756;-72,64560516;9114;Pitrufquén;Cautín;Araucanía;Captación, tratamiento y distribución de agua;13;250;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;11,8;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;8,12;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;9,71;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;3,9;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;3,96;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;1,88;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
2023;Lodos;5402998;PLANTA DE TRATAMIENTO DE AS PUNTA PUYAI (EEAS LILEN;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,50492672;-71,43622675;5403;Papudo;Petorca;Valparaíso;Plantas de tratamiento de aguas servidas;14;3,93;Aplicación al Suelo;31;Lodo Clase B;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;Lodos del tratamiento de aguas residuales urbanas;19 08 05
