id;año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;id_region;region;rubro_vu;entrada_salida;cantidad_toneladas;id_tratamiento_nivel_3;tratamiento_nivel_3;id_tratamiento_nivel_2;tratamiento_nivel_2;id_tratamiento_nivel_1;tratamiento_nivel_1;capitulo_ler;subcapitulo_ler;nombre_ler
11;2023;Destinatario Final;4;5459477;AMFFAL;AMFFAL SPA;78747370-9;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-27,40900725;-70,28626224;3101;Copiapó;Copiapó;3;Atacama;Plantas de tratamiento de aguas servidas;1;1153,06;32;Recepción de Lodos en PTAS;3;Disposición final;1;Eliminación;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;19 08 05 | Lodos del tratamiento de aguas residuales urbanas
12;2023;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,29999884;-71,89999859;16303;Ñiquén;Punilla;16;Ñuble;Comercio mayorista;1;4,88;18;Reciclaje de plásticos;8;Reciclaje;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos
13;2023;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,29999884;-71,89999859;16303;Ñiquén;Punilla;16;Ñuble;Comercio mayorista;1;6,55;18;Reciclaje de plásticos;8;Reciclaje;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría
14;2023;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,29999884;-71,89999859;16303;Ñiquén;Punilla;16;Ñuble;Comercio mayorista;1;18,1;44;Pretratamiento de Metales;35;Pretratamiento (I.R.A.R.);5;Recolección;17 | Residuos de la construcción y demolición;04 | Metales (incluidas sus aleaciones);17 04 05 | Hierro y acero no galvanizados
15;2023;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,29999884;-71,89999859;16303;Ñiquén;Punilla;16;Ñuble;Comercio mayorista;1;63,19;44;Pretratamiento de Metales;35;Pretratamiento (I.R.A.R.);5;Recolección;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos
16;2023;Destinatario Final;4;5467706;AMGELO VALENZUELA RODRUIGUEZ;ANGELO AUGUSTO VALENZUELA RODRIGUEZ;15984435-8;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-36,29999884;-71,89999859;16303;Ñiquén;Punilla;16;Ñuble;Comercio mayorista;1;151,74;44;Pretratamiento de Metales;35;Pretratamiento (I.R.A.R.);5;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales
17;2023;Destinatario Final;4;534225;AQUAPROTEIN SA;AQUAPROTEIN S.A.;76074383-6;Elaboración de aceites y grasas de origen vegetal y animal;C1040;Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla);C104000;-53,29065587;-70,38887225;12301;Porvenir;Tierra del Fuego;12;Magallanes y de la Antártica Chilena;Otras industrias manufactureras;1;233,904;15;Reciclaje de residuos hidrobiológicos para consumo animal;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 99 | Residuos no especificados en otra categoría
18;2023;Destinatario Final;4;534225;AQUAPROTEIN SA;AQUAPROTEIN S.A.;76074383-6;Elaboración de aceites y grasas de origen vegetal y animal;C1040;Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla);C104000;-53,29065587;-70,38887225;12301;Porvenir;Tierra del Fuego;12;Magallanes y de la Antártica Chilena;Otras industrias manufactureras;1;1334,35431;15;Reciclaje de residuos hidrobiológicos para consumo animal;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;02 02 02 | Residuos de tejidos de animales
19;2023;Destinatario Final;4;534225;AQUAPROTEIN SA;AQUAPROTEIN S.A.;76074383-6;Elaboración de aceites y grasas de origen vegetal y animal;C1040;Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla);C104000;-53,29065587;-70,38887225;12301;Porvenir;Tierra del Fuego;12;Magallanes y de la Antártica Chilena;Otras industrias manufactureras;1;2005,742;15;Reciclaje de residuos hidrobiológicos para consumo animal;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;02 01 02 | Residuos de tejidos de animales
20;2023;Destinatario Final;4;534225;AQUAPROTEIN SA;AQUAPROTEIN S.A.;76074383-6;Elaboración de aceites y grasas de origen vegetal y animal;C1040;Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla);C104000;-53,29065587;-70,38887225;12301;Porvenir;Tierra del Fuego;12;Magallanes y de la Antártica Chilena;Otras industrias manufactureras;1;14077,534;15;Reciclaje de residuos hidrobiológicos para consumo animal;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;02 02 03 | Materiales inadecuados para el consumo o la elaboración
21;2023;Destinatario Final;4;5476678;ÁREA PUERTO;COMPANIA MINERA TECK QUEBRADA BLANCA S.A.;96567040-8;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-20,77350667;-70,1931161;1101;Iquique;Iquique;1;Tarapacá;Minería;1;655,07;60;Sitio de Escombros de la Construcción;3;Disposición final;1;Eliminación;17 | Residuos de la construcción y demolición;09 | Otros residuos de construcción y demolición;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03
22;2023;Destinatario Final;4;5479705;Áridos Madesal;ARIDOS MADESAL SPA;76250013-2;Extracción de piedra, arena y arcilla;B0810;Extracción de piedra, arena y arcilla;B081000;-36,76118778;-73,00298073;8107;Penco;Concepción;8;Biobío;Minería;1;281,83;23;Co-procesamiento;8;Reciclaje;2;Valorización;10 | Residuos de procesos térmicos;11 | Residuos de la fabricación del vidrio y sus derivados;10 11 05 | Partículas y polvo
23;2023;Destinatario Final;4;5479705;Áridos Madesal;ARIDOS MADESAL SPA;76250013-2;Extracción de piedra, arena y arcilla;B0810;Extracción de piedra, arena y arcilla;B081000;-36,76118778;-73,00298073;8107;Penco;Concepción;8;Biobío;Minería;1;8122,8;23;Co-procesamiento;8;Reciclaje;2;Valorización;17 | Residuos de la construcción y demolición;09 | Otros residuos de construcción y demolición;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03
24;2023;Destinatario Final;4;5479705;Áridos Madesal;ARIDOS MADESAL SPA;76250013-2;Extracción de piedra, arena y arcilla;B0810;Extracción de piedra, arena y arcilla;B081000;-36,76118778;-73,00298073;8107;Penco;Concepción;8;Biobío;Minería;1;20538,4;23;Co-procesamiento;8;Reciclaje;2;Valorización;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 01 | Hormigón
25;2023;Destinatario Final;4;1279275;ARIMIX LIMITADA;SOC EXPLOTADORA DE ARIDOS ARIMIX LIMITADA;78892390-2;Extracción de piedra, arena y arcilla;B0810;Extracción de piedra, arena y arcilla;B081000;-39,282015;-72,23078515;9120;Villarrica;Cautín;9;Araucanía;Minería;1;0,0001;60;Sitio de Escombros de la Construcción;3;Disposición final;1;Eliminación;17 | Residuos de la construcción y demolición;09 | Otros residuos de construcción y demolición;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03
26;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;13,2;;-;;-;2;Valorización;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)
27;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;499,95;31;Aplicación al Suelo;;-;2;Valorización;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 03 | Cenizas volantes de turba y de madera (no tratada)
28;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;949,9;31;Aplicación al Suelo;;-;2;Valorización;10 | Residuos de procesos térmicos;01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19);10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)
29;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;980,46;31;Aplicación al Suelo;;-;2;Valorización;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 11 | Lodos del tratamiento in situ de efluentes, distintos de los especificados en el código 03 03 10
30;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;1054,708;31;Aplicación al Suelo;;-;2;Valorización;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 10 | Desechos de fibras y lodos de fibras, de materiales de carga y de estucado, obtenidos por separación mecánica
31;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;1375,26;31;Aplicación al Suelo;;-;2;Valorización;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 01 | Residuos de corteza y madera
32;2023;Destinatario Final;4;5479812;Aserradero San Patricio;FORESTAL E INTERMEDIACIONES DEL AGRO LIMITADA;76236166-3;Servicios de apoyo a la silvicultura;A0240;Otros servicios de apoyo a la silvicultura n.c.p.;A024009;-39,53643371;-72,89865637;14106;Mariquina;Valdivia;14;Los Ríos;Industria de la madera y silvicultura;1;2193,08;31;Aplicación al Suelo;;-;2;Valorización;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;03 03 99 | Residuos no especificados en otra categoría
33;2023;Destinatario Final;4;5480945;AVDA CIRCUNVALACION;EMPRESA DE VALORIZACIÓN, TRATAMIENTO Y RECICLAJE DE RESIDUOS NO PELIGR;76864799-2;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,4256522;-71,6255324;7101;Talca;Talca;7;Maule;Gestores de residuos;1;1718,5;60;Sitio de Escombros de la Construcción;3;Disposición final;1;Eliminación;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 01 | Hormigón
34;2023;Destinatario Final;4;5461938;AVENIDA GALVARINO 68;SANDRA MARCELA FORCAEL;8367411-3;Recuperación de materiales;E3830;Recuperación y reciclamiento de otros desperdicios y desechos n.c.p.;E383009;-36,95456727;-73,14904108;8102;Coronel;Concepción;8;Biobío;Gestores de residuos;1;191,26;60;Sitio de Escombros de la Construcción;3;Disposición final;1;Eliminación;17 | Residuos de la construcción y demolición;01 | Hormigón, ladrillos, tejas y materiales cerámicos;17 01 01 | Hormigón
35;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;0,61;7;Preparación para reutilización;;-;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos
36;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;6,66;;-;;-;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría
37;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;7;27;Compostaje;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 04 | Materiales inadecuados para el consumo o la elaboración
38;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;7;45;Pretratamiento de plásticos;35;Pretratamiento (I.R.A.R.);5;Recolección;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 04 | Materiales inadecuados para el consumo o la elaboración
39;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;14;36;Pretratamiento de papel, cartón y productos de papel;35;Pretratamiento (I.R.A.R.);5;Recolección;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 04 | Materiales inadecuados para el consumo o la elaboración
40;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;22,62;7;Preparación para reutilización;;-;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";06 | Residuos de la industria de panadería y pastelería;02 06 99 | Residuos no especificados en otra categoría
41;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;56;11;Relleno sanitario;3;Disposición final;1;Eliminación;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 04 | Materiales inadecuados para el consumo o la elaboración
42;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;487,955;66;Reciclaje de residuos de pastas y/o productos alimenticios para consumo animal;8;Reciclaje;2;Valorización;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";02 03 99 | Residuos no especificados en otra categoría
43;2023;Destinatario Final;4;5465906;AV. ROMERO PC. 88 COLONIA KENNEDY PAINE;JUAN ALEX MUNOZ;12859107-9;Cría de ganado bovino y búfalos;A0141;Cría de ganado bovino para la producción de carne o como ganado reproductor;A014102;-33,81256349;-70,73759312;13404;Paine;Maipo;13;Metropolitana de Santiago;Producción agropecuaria;1;776,79;7;Preparación para reutilización;;-;2;Valorización;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría
