año;rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;id_region;region;rubro_vu;entrada_salida;cantidad_toneladas;tipo_declaracion;id_tipo_declaracion;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;subcapitulo_ler;nombre_ler;id_vu_trazabilidad;nombre_establecimiento_trazabilidad;razon_social_trazabilidad;rut_razon_social_trazabilidad;comuna_trazabilidad;region_trazabilidad
2023;Generador Municipal;5469702;EDIFICIO CONSISTORIAL MUNICIPALIDAD CURACAUTIN;I MUNICIPALIDAD DE CURACAUTIN;69181000-3;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-38,43793921;-71,88826504;9203;Curacautín;Malleco;9;Araucanía;Otras actividades;2;1965,36;declaración;1;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;03 | Otros residuos municipales;20 03 01 | Mezclas de residuos municipales;;CONSORCIO COSEMAR Y WILLIAM IVES S.A;CONSORCIO COSEMAR Y WILLIAM IVES S.A;76183291-3;Collipulli;La Araucanía
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,001;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,001;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,002;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,006;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,008;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 99 | Otras fracciones no especificadas en otra categoría;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,009;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 40 | Metales;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,067;declaración;1;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 04 | Envases metálicos;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,089;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,095;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,097;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,184;declaración;1;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 01 | Envases de papel y cartón;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,25;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,252;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 01 | Papel y cartón;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,28;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,293;declaración;1;Valorización;2;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 01 | Envases de papel y cartón;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,37;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 39 | Plásticos;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,372;declaración;1;Reciclaje;8;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,382;declaración;1;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 02 | Envases de plástico;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,453;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 01 | Envases de papel y cartón;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,53;declaración;1;Pretratamiento (I.R.A.R.);35;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;0,8;declaración;1;Preparación para reutilización;7;Valorización;2;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);15 01 07 | Envases de vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
2023;Generador Municipal;5441028;ILUSTRE MUNICIPALIDAD DE AISÉN;I MUNICIPALIDAD DE AYSEN;69240100-K;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-45,40648593;-72,69852074;11201;Aysén;Aysén;11;Aysén del Gral. Carlos Ibañez del Campo;Otras actividades;2;1,019;declaración;1;Pretratamiento de papel, cartón y productos de papel;36;Recolección;5;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);20 01 02 | Vidrio;5474837;CENTRO ACOPIO MATERIAL RECICLABLE;CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.;76370305-3;Aysén;Aysén del Gral. Carlos Ibañez del Campo
